Ticker,rank,score,name,sector,index,price,ret_1m,ret_3m,ret_6m,rs_1m,rs_3m,rs_6m,rs_3m_chg,pct_from_52w_high,new_52w_high,pct_vs_50dma,pct_vs_200dma,above_50dma,above_200dma,vol_ratio_20_60,volume_x
VLO,11,0.8151043458319001,Valero Energy,Energy,SP500,352.3599853515625,0.13477829667459518,0.4448235682992616,0.7367197024957652,0.8771929824561403,0.98635477582846,0.9649122807017544,0.09161793372319682,0.0,True,0.16585750742859884,0.510716964103654,True,True,0.8447034822695705,0.6895598377756463
NWSA,12,0.8119688109161793,News Corp (Class A),Communication Services,SP500,30.969999313354492,0.10252755945611036,0.1865899946630778,0.2803382915574564,0.8167641325536062,0.8206627680311891,0.8693957115009746,0.2865497076023392,-0.007053581819047916,False,0.11015518738701724,0.188518049886107,True,True,0.7983249430143469,0.8033508340111765
ROP,13,0.8101261323242749,Roper Technologies,Information Technology,SP500,426.20001220703125,0.09492617137323389,0.31253307008216513,0.2248251370764125,0.7992202729044834,0.9551656920077972,0.8167641325536062,0.3294346978557504,-0.1843443086353994,False,0.13629549840198174,0.13517070975531542,True,True,0.5157111934609206,0.7163981543725428
APA,14,0.8081859878454306,APA Corporation,Energy,SP500,42.540000915527344,0.17093307931419877,0.17593764357686226,0.42002480165014955,0.9317738791423001,0.7992202729044834,0.9317738791423001,0.6588693957115009,-0.041676019363778294,False,0.15878172719328654,0.2995505970323884,True,True,1.1026288791506478,0.8114756465051293
PSX,15,0.8075994725375532,Phillips 66,Energy,SP500,244.00999450683594,0.1647915137969851,0.3947297912768417,0.6010238221719943,0.9239766081871345,0.9746588693957114,0.9571150097465887,0.1150097465886939,0.0,True,0.18992615205973218,0.45594257013695105,True,True,1.0707633766839335,0.7859545931175422
SCHW,16,0.804510950579062,Charles Schwab Corporation,Financials,SP500,110.16000366210938,0.05895937376374971,0.26481094268057137,0.16468140736252912,0.7192982456140351,0.9259259259259259,0.7426900584795322,0.18323586744639375,-0.030708295793333784,False,0.06869736800954773,0.1416213736852039,True,True,0.7444445907397647,1.1108081755425068
RJF,17,0.8040683407866072,Raymond James Financial,Financials,SP500,179.36000061035156,0.025090011767851417,0.2551380199004072,0.1802533181435626,0.5964912280701754,0.9142300194931774,0.7699805068226121,0.2241715399610137,-0.010045215470819269,False,0.0550645110161232,0.12723554627508427,True,True,0.7390101183495609,0.8474641318731252
MPC,18,0.803505905286091,Marathon Petroleum,Energy,SP500,368.8299865722656,0.17753405945436662,0.4866739832874014,0.8730204731174731,0.9415204678362573,0.9941520467836257,0.9688109161793372,0.05263157894736836,0.0,True,0.19878236703171348,0.5657284630123363,True,True,1.259420116990214,0.9694366882178288
CRL,19,0.800823300080266,Charles River Laboratories,Health Care,SP500,291.5,0.2424346009145648,0.6130816732332682,0.6331446637283233,0.9707602339181286,0.9980506822612085,0.9590643274853801,0.02729044834307992,-0.02371219402058633,False,0.1893046614831937,0.47854336574568146,True,True,0.9634248814830622,0.9573116830731468
NWS,20,0.8001616787065704,News Corp (Class B),Communication Services,SP500,34.849998474121094,0.0959119279948284,0.16867869989180173,0.30614272751922234,0.8011695906432749,0.7816764132553606,0.8869395711500975,0.3099415204678363,-0.01330694294349044,False,0.10093883408371696,0.17345799061617462,True,True,0.8257223402023762,0.8126600639724557
ZS,21,0.7987535833046668,Zscaler,Information Technology,NDX,184.22999572753906,0.2415256855940846,0.3184713473173719,0.2533504921605496,0.9688109161793372,0.9571150097465887,0.8499025341130604,0.317738791423002,-0.45213667069157115,False,0.18292167341228183,0.0481089925215632,True,True,0.6699985427300346,0.8550568194420826
LH,22,0.7987054236899439,Labcorp,Health Care,SP500,335.1099853515625,0.0643313227361737,0.29134988707478104,0.1647456275171808,0.7348927875243665,0.9395711500974658,0.7446393762183235,0.07017543859649122,-0.010348149157547781,False,0.12112269197403025,0.22924402380363884,True,True,0.5927817134714168,0.8529611127882933
WTW,23,0.7963467492260061,Willis Towers Watson,Financials,SP500,343.75,0.022913294113181104,0.38182893720805655,0.13427995628430267,0.5847953216374269,0.9707602339181286,0.6939571150097466,0.1949317738791423,-0.019957234497505305,False,0.11665170764125965,0.15219693379452015,True,True,0.6363988243811537,0.7532711680845702
MSFT,24,0.7954064900814127,Microsoft,Information Technology,SP500,513.530029296875,0.14053810013656753,0.14271666971235342,0.3128561087687154,0.884990253411306,0.7368421052631579,0.8927875243664717,0.2222222222222222,-0.044855490515789964,False,0.1943298309490198,0.1959290899429269,True,True,0.5770769301957057,0.5997542571080718
